"site","site_reach","field_date","sample_type","anabaena_and_cylindrospermum","ankistrodesmus","aphanothece","calothrix","chantransia","chroococcus","cladophora","closterium","coelastrum","cosmarium","desmodesmus_spines","epithemia","euglenoid","geitlerinema","gloeocystis","gloeotrichia","homoeothrix","lacunastrum","leptolyngbya","lyngbya","microcoleus","mougeotia","non_e_r_diatoms","nostoc","oedogonium","oocystis","oscillatoria","other_coccoids","pediastrum","phormidium_unknown","rhopalodia","rivularia","scenedesmus_no_spines","scytonema","spirogyra","stauridium","stigeoclonium","tetraedron","tolypothrix","ulothrix","unknown","unknown_green_algae","zygnema"
"SAL","SAL-1S","2022-09-22","NT",0.571428571428571,0.0285714285714286,0,0,0,0.285714285714286,1.42857142857143,0,0.0285714285714286,0,0,8,0,1.42857142857143,0,0,0.0857142857142857,0,0,0,0.285714285714286,12.2857142857143,12,0,20.5714285714286,0.0285714285714286,0.0571428571428571,4,0,0,0,0,0.0285714285714286,0,38.0285714285714,0,0,0,0,0,0,0,0.857142857142857
"SAL","SAL-1S","2023-06-28","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7022332506203,0,0.496277915632754,0,54.590570719603,0,0,0,0,5.21091811414392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAL","SAL-1S","2023-07-13","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5957446808511,0,0,0,69.1489361702128,0,0,0,0,3.72340425531915,0,0,0.531914893617021,0,0,0,0,0,0,0,0,0,0,0,0
"SAL","SAL-1S","2023-07-27","NT",0,0,0,0,0,0,0,0,0,0,0.198019801980198,0.198019801980198,0,0.198019801980198,0,0,0,0,7.92079207920792,0,35.6435643564356,0,53.4653465346535,0,0,0,0,2.37623762376238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAL","SAL-1S","2023-08-10","NT",0,0,0,0,0,0,0,0,0,0,0.0508905852417303,0,0,0.0508905852417303,0,0,0.559796437659033,0,3.05343511450382,0,48.8549618320611,0,45.1908396946565,0,0,0,0,0.152671755725191,0,0,0,0,0,0,1.52671755725191,0,0.559796437659033,0,0,0,0,0,0
"SAL","SAL-2","2022-07-12","NT",0,0,0,0,0,1.09289617486339,0,0,0,0,0.546448087431694,1.09289617486339,0,10.9289617486339,0,0,16.9398907103825,0,0.546448087431694,0,0.546448087431694,0,60.1092896174863,0,0,0,0,6.55737704918033,0,0,0,0,0,0,0,0,1.63934426229508,0,0,0,0,0,0
"SAL","SAL-2","2022-07-26","NT",0,0,0,0,0,0,16.900826446281,0,0,0,0.247933884297521,1.65289256198347,0,2.06611570247934,0,0,1.65289256198347,0,6.19834710743802,0.0413223140495868,41.3636363636364,3.71900826446281,18.1818181818182,0,2.89256198347107,0,0.0413223140495868,1.65289256198347,0,0,0.413223140495868,0,0.0413223140495868,0,0,0,2.89256198347107,0,0,0.0413223140495868,0,0,0
"SAL","SAL-2","2022-09-22","NT",0,0,0,0,0,0.027292576419214,15.0109170305677,0,0,0,0.027292576419214,14.4650655021834,0,1.09170305676856,0,0,0.354803493449782,0,3.27510917030568,0,0.027292576419214,10.0982532751092,21.0152838427948,0,8.10589519650655,0,0.027292576419214,1.63755458515284,0,0,3.54803493449782,0,0,0.027292576419214,20.9061135371179,0.054585152838428,0,0,0.027292576419214,0.27292576419214,0,0,0
"SAL","SAL-2","2023-06-28","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,24,0,0,0,72,0,0,0,0,2.4,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0
"SAL","SAL-2","2023-07-13","NT",0,0,0,0,0,0,0,0,0,0,0,0.0525762355415352,0,0,0,0,0,0,4.73186119873817,0,14.7213459516299,0,22.6077812828601,0,0,0,0,0.630914826498423,0,0,0,0,0,0,0,0,0,0,0,57.2555205047319,0,0,0
"SAL","SAL-2","2023-07-27","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0.48780487804878,0,0,0,0,19.5121951219512,0,34.1463414634146,0,34.1463414634146,0,0,0,0,1.46341463414634,0,0,0,0,0,0,0,0,10.2439024390244,0,0,0,0,0,0
"SAL","SAL-2","2023-08-10","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0.050251256281407,0,0,0.050251256281407,0,4.52261306532663,0,88.643216080402,0,6.53266331658291,0,0,0,0,0.150753768844221,0,0,0,0,0.050251256281407,0,0,0,0,0,0,0,0,0,0
"SAL","SAL-3","2022-06-27","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2.08333333333333,0,0,0,64.5833333333333,0,0,0,0,6.25,0,0,0,0,0,0,0,0,2.08333333333333,0,0,0,0,0,0
"SAL","SAL-3","2022-07-12","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,31.5104166666667,0,18.4895833333333,0,2.60416666666667,0,23.4375,0,0,0,0,5.46875,0,0,0,0,0.260416666666667,0,0,0,10.4166666666667,0,0,0,0,0,0
"SAL","SAL-3","2022-07-26","NT",0,0,0,0,0,0,0,0,0,0,0.315457413249211,0.315457413249211,0,0,0,0,25.2365930599369,0,18.9274447949527,0,6.30914826498423,0,37.8548895899054,0,0,0,0,0.946372239747634,0,0,0,0,0.315457413249211,0,0,0,9.77917981072555,0,0,0,0,0,0
"SAL","SAL-3","2022-09-22","NT",0.0760456273764259,0,0,0,0.380228136882129,0.0760456273764259,0,0,0,0,0,7.22433460076046,0,3.42205323193916,0.0760456273764259,0,0.760456273764259,0,1.52091254752852,0,0.418250950570342,17.8707224334601,15.9695817490494,0,1.90114068441065,0,0,1.14068441064639,0,0.0380228136882129,5.70342205323194,0,0.0380228136882129,0,43.3079847908745,0.0380228136882129,0,0,0,0,0,0.0380228136882129,0
"SAL","SAL-3","2023-06-28","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,3.36391437308869,0,0,0.305810397553517,0,18.348623853211,0.305810397553517,0.305810397553517,0,76.4525993883792,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAL","SAL-3","2023-07-13","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.972027972028,0,0,0,69.9300699300699,0,0,0,0,2.0979020979021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAL","SAL-3","2023-07-27","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689655172413793,0,13.7931034482759,0,41.3793103448276,0,41.3793103448276,0,0,0,0,2.06896551724138,0,0,0,0,0,0,0,0,0.689655172413793,0,0,0,0,0,0
"SAL","SAL-3","2023-08-10","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06122448979592,0,21.4285714285714,0,71.4285714285714,0,0,0,0,3.06122448979592,0,0,0,0,0,0,0,0,1.02040816326531,0,0,0,0,0,0
"SFE-M","SFE-M-1S","2022-06-29","NT",2.0671834625323,0,0,0,0,0,20.1550387596899,0,0.284237726098191,0,0,1.29198966408269,0,1.03359173126615,0,0,0.0258397932816537,0,0.258397932816538,0,19.7416020671835,0,5.94315245478036,44.9095607235142,0.516795865633075,0,0,3.35917312661499,0,0,0,0,0.387596899224806,0,0,0,0,0,0,0,0.0258397932816537,0,0
"SFE-M","SFE-M-1S","2022-07-14","NT",3.55509355509355,0.0207900207900208,0,0.0207900207900208,0,0,27.4844074844075,0,0,0,0.415800415800416,5.1975051975052,0,2.07900207900208,0,0,0.665280665280665,0.0415800415800416,0.27027027027027,0,0.0207900207900208,0.852390852390852,5.1975051975052,42.7234927234927,0,0,0,2.07900207900208,0,0,0.852390852390852,0,0.415800415800416,0,8.10810810810811,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-1S","2022-07-28","NT",8.78186968838527,0,0,0.028328611898017,0,0,14.1926345609065,0,0.056657223796034,0.056657223796034,0.141643059490085,14.7308781869688,0,2.26628895184136,0,0,0,0,0.56657223796034,0,6.23229461756374,1.41643059490085,9.06515580736544,17.7620396600567,2.26628895184136,0,0,1.41643059490085,0.056657223796034,0,0.906515580736544,1.69971671388102,0.198300283286119,0,18.1303116147309,0,0,0,0,0,0.028328611898017,0,0
"SFE-M","SFE-M-1S","2022-08-10","NT",9.53488372093023,0.0232558139534884,0,0.0697674418604651,0,0.232558139534884,6.51162790697674,0,0.0232558139534884,0,0.209302325581395,11.8604651162791,0,2.32558139534884,0,0,0.0232558139534884,0,1.16279069767442,0.0232558139534884,9.76744186046512,1.16279069767442,5.34883720930233,0,10,0,0,2.32558139534884,0,0,3.02325581395349,4.18604651162791,0.441860465116279,0,31.6511627906977,0.0697674418604651,0,0,0,0,0.0232558139534884,0,0
"SFE-M","SFE-M-1S","2022-08-23","NT",3.46820809248555,0,0,0,0,0,10.4046242774566,0,0.0289017341040462,0,0,8.38150289017341,0,0.867052023121387,0,0,2.3121387283237,0,0.867052023121387,0,1.1849710982659,0,7.80346820809249,0,1.44508670520231,0,0,1.73410404624277,0,0,2.89017341040462,0,0.0578034682080925,0,56.4739884393064,0.0289017341040462,0,0.0289017341040462,0,0,0,0,2.02312138728324
"SFE-M","SFE-M-1S","2022-09-06","NT",3.50877192982456,0,0.0292397660818713,0,0,0.0292397660818713,18.1286549707602,0,0.0292397660818713,0.0292397660818713,0.0292397660818713,8.47953216374269,0,0.87719298245614,0,0.0292397660818713,0.0584795321637427,0,2.04678362573099,0.321637426900585,6.72514619883041,0.292397660818713,5.84795321637427,0.0292397660818713,6.72514619883041,0,0,2.92397660818713,0,0,3.21637426900585,5.55555555555556,0.233918128654971,0,30.6140350877193,0.64327485380117,0.0584795321637427,0.0292397660818713,0,0,0,0,3.50877192982456
"SFE-M","SFE-M-1S","2022-09-17","NT",6.47058823529412,0.0294117647058824,0,0,0,0.117647058823529,2.94117647058824,0,0.0294117647058824,0.0588235294117647,0.0294117647058824,9.41176470588235,0,3.52941176470588,0.0294117647058824,0,3.52941176470588,0.0294117647058824,1.17647058823529,0.0294117647058824,3.82352941176471,0.882352941176471,8.52941176470588,1.17647058823529,2.94117647058824,0,0,3.23529411764706,0,0,3.82352941176471,0,0.352941176470588,0,45.6470588235294,0.382352941176471,0.882352941176471,0.0294117647058824,0,0,0,0,0.882352941176471
"SFE-M","SFE-M-3","2022-06-29","NT",0,0,0,0,0,0,44.551724137931,0,0,0,0.229885057471264,2.75862068965517,0,2.29885057471264,0,0,0,0,0,0.0229885057471264,26.4367816091954,0.459770114942529,14.2528735632184,0.482758620689655,0.689655172413793,0,0,2.29885057471264,0,0,0,0,0.229885057471264,0,5.28735632183908,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-3","2022-07-14","NT",3.97368421052632,0,0,0,0,0,12.8421052631579,0,0,0,0.0263157894736842,0.0789473684210526,0,1.05263157894737,0,0,0.0263157894736842,0,0,0,4.02631578947368,0.0263157894736842,4.47368421052632,17.5526315789474,0,0,0,1.05263157894737,0,0,0.789473684210526,0,0.184210526315789,0,53.8947368421053,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-3","2022-07-28","NT",11.919315403423,0,0.947432762836186,0,0,0.0305623471882641,16.1980440097799,0,0.0305623471882641,0.611246943765281,0.733496332518337,17.1149144254279,0,4.58435207823961,0,0,1.5281173594132,0,2.47555012224939,0,11.1858190709046,0,8.55745721271393,0.305623471882641,3.66748166259169,0,0.0916870415647922,3.66748166259169,0,0,2.75061124694376,0,0.794621026894865,0,12.7750611246944,0,0,0,0,0,0.0305623471882641,0,0
"SFE-M","SFE-M-3","2022-08-10","NT",5.58823529411765,0.0294117647058824,0,0,0,0,43.5294117647059,0,0,0.0588235294117647,0,11.7647058823529,0,2.94117647058824,0,0,0,0,0,0.0294117647058824,0.911764705882353,0,5.88235294117647,0,6.17647058823529,0,0,2.64705882352941,0,0,5.29411764705882,0,0.470588235294118,0,14.3235294117647,0.323529411764706,0.0294117647058824,0,0,0,0,0,0
"SFE-M","SFE-M-3","2022-08-23","NT",2.82258064516129,0.0403225806451613,0.403225806451613,0,0,0.0403225806451613,2.01612903225806,0,0,0,0.120967741935484,6.85483870967742,0,1.61290322580645,0,0,0.0806451612903226,0.0403225806451613,0.443548387096774,0,11.2903225806452,0.806451612903226,6.04838709677419,0,12.0967741935484,0,0,3.2258064516129,0,0,1.20967741935484,0,0.0806451612903226,0,50.5645161290323,0.120967741935484,0.0403225806451613,0.0403225806451613,0,0,0,0,0
"SFE-M","SFE-M-3","2022-09-06","NT",1.0989010989011,0.0732600732600733,0,0,0,0.10989010989011,22.3443223443223,0,0.0366300366300366,0.0732600732600733,0.0732600732600733,6.95970695970696,0.0366300366300366,1.46520146520147,0,0,0.366300366300366,0,2.1978021978022,0,0.10989010989011,1.46520146520147,14.2857142857143,0,11.3553113553114,0,0,3.2967032967033,0,0,0,0,0.0732600732600733,0,33.040293040293,0.402930402930403,1.0989010989011,0,0,0,0.0366300366300366,0,0
"SFE-M","SFE-M-3","2022-09-17","NT",0,0,0.0609756097560976,0,0,2.74390243902439,10.3658536585366,0,0.0304878048780488,0.0304878048780488,0,8.23170731707317,0,6.70731707317073,0.0304878048780488,0,0.0609756097560976,0,0.304878048780488,0,17.3780487804878,0,9.14634146341463,0.0304878048780488,5.18292682926829,0.365853658536585,0,3.96341463414634,0,0,0.304878048780488,0,0.0914634146341464,0.304878048780488,34.6036585365854,0.0609756097560976,0,0,0,0,0,0,0
"SFE-M","SFE-M-4","2022-06-29","NT",0,0,0,0,0,0,1.8716577540107,0,0,0,0,1.12299465240642,0,1.33689839572193,0,0,0,0,0,0.294117647058824,0,0.53475935828877,3.20855614973262,62.3529411764706,0.53475935828877,0,0,1.06951871657754,0,0,0,0,0.160427807486631,0,27.5133689839572,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-4","2022-07-14","NT",3.1413612565445,0,0,0.0261780104712042,0,0,9.42408376963351,0,0,0,0.0785340314136126,2.61780104712042,0,0.785340314136126,0,0,0,0,0.785340314136126,0,0.0261780104712042,0,6.02094240837696,32.3560209424084,3.66492146596859,0,0,1.30890052356021,0,0,0.0261780104712042,0,0.49738219895288,0,39.2408376963351,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-4","2022-07-28","NT",11.3702623906706,0.0291545189504373,0.145772594752187,0,0,0.204081632653061,11.3702623906706,0,0,0.612244897959184,0.349854227405248,10.2040816326531,0,2.62390670553936,0,0,0.612244897959184,0,1.16618075801749,0,13.0612244897959,0.291545189504373,5.83090379008746,6.93877551020408,6.12244897959184,0,0,3.49854227405248,0,0,4.3731778425656,0.0583090379008746,0.466472303206997,0,20.5247813411079,0.0291545189504373,0,0.116618075801749,0,0,0,0,0
"SFE-M","SFE-M-4","2022-08-10","NT",1.99556541019956,0,0.443458980044346,0,0,0,34.4345898004435,0,0.0221729490022173,0.0221729490022173,0.110864745011086,10.4212860310421,0,1.33037694013304,0,0,0,0.0443458980044346,0.665188470066519,0,1.99556541019956,0,9.09090909090909,31.6629711751663,0,0.0221729490022173,0,1.77383592017738,0,0,1.55210643015521,0,0.354767184035477,0,3.76940133037694,0.24390243902439,0,0.0443458980044346,0,0,0,0,0
"SFE-M","SFE-M-4","2022-08-23","NT",1.16959064327485,0,0,0,0,0.614035087719298,12.280701754386,0,0,0,0,10.5263157894737,0,2.04678362573099,0,0.0292397660818713,0.087719298245614,0,0.906432748538012,0,2.63157894736842,0,7.89473684210526,1.16959064327485,11.9883040935673,0,0,1.75438596491228,0,0,2.04678362573099,0,0.321637426900585,0,44.0643274853801,0.380116959064327,0,0.0584795321637427,0,0,0.0292397660818713,0,0
"SFE-M","SFE-M-4","2022-09-06","NT",0,0,0,0,0,0.0923076923076923,14.4615384615385,0,0.0615384615384615,0,0,7.07692307692308,0,0.615384615384615,0,0,1.6,0.0307692307692308,1.53846153846154,7.07692307692308,0.0307692307692308,0,5.23076923076923,0,0.923076923076923,0,0,3.38461538461538,0,0,1.84615384615385,10.7692307692308,0.4,0,44.7692307692308,0.0615384615384615,0,0.0307692307692308,0,0,0,0,0
"SFE-M","SFE-M-4","2022-09-17","NT",0,0,0.0367647058823529,2.94117647058824,0,0.0735294117647059,9.19117647058824,0,0,0,0.0367647058823529,4.04411764705882,0,1.83823529411765,0,0,17.9779411764706,0,1.47058823529412,1.10294117647059,0,0,5.88235294117647,0,4.77941176470588,0,0,2.57352941176471,0,0,0,0.0367647058823529,0.0735294117647059,0,47.7941176470588,0.0367647058823529,0.0367647058823529,0,0,0,0.0735294117647059,0,0
